States,District,Cities,Latitude,Longitude,Sample_Population,ISO,Date
"N.Sembilan","Jempol","Bahau / Jempol",2.8037,102.4204,4927,"MY-05",10/04/15 12:00 AM
"N.Sembilan","Jempol","Bahau / Jempol",2.7784,102.3903,8880,"MY-05",10/05/15 12:00 AM
"N.Sembilan","Jempol","Bahau / Jempol",2.8482,102.375,3667,"MY-05",10/06/15 12:00 AM
"N.Sembilan","Jempol","Bahau / Jempol",2.8215,102.4428,1988,"MY-05",10/07/15 12:00 AM
"N.Sembilan","Jempol","Bahau / Jempol",2.8097,102.402,5672,"MY-05",10/08/15 12:00 AM
"N.Sembilan","Jempol","Bahau / Jempol",2.8075,102.4002,7180,"MY-05",10/09/15 12:00 AM
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.6997,102.2345,7828,"MY-05",10/10/15 12:00 AM
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.7302,102.298,8323,"MY-05",10/11/15 12:00 AM
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.7662,102.2311,4766,"MY-05",10/12/15 12:00 AM
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.8242,102.2675,6438,"MY-05",10/13/15 12:00 AM
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.741,102.2438,3418,"MY-05",10/14/15 12:00 AM
"N.Sembilan","Kuala Pilah","Kuala Pilah",2.7454,102.2468,2235,"MY-05",10/15/15 12:00 AM
"N.Sembilan","Port Dickson","Lukut",2.5887,101.8439,5349,"MY-05",10/16/15 12:00 AM
"N.Sembilan","Port Dickson","Lukut",2.5315,101.8406,7489,"MY-05",10/17/15 12:00 AM
"N.Sembilan","Port Dickson","Lukut",2.6315,101.7863,7282,"MY-05",10/18/15 12:00 AM
"N.Sembilan","Port Dickson","Lukut",2.4683,101.866,4884,"MY-05",10/19/15 12:00 AM
"N.Sembilan","Port Dickson","Lukut",2.571,101.8306,1463,"MY-05",10/20/15 12:00 AM
"N.Sembilan","Port Dickson","Lukut",2.5602,101.8128,4309,"MY-05",10/21/15 12:00 AM
"N.Sembilan","Rembau","Rembau",2.5854,102.1607,7123,"MY-05",10/22/15 12:00 AM
"N.Sembilan","Rembau","Rembau",2.5504,102.0763,6914,"MY-05",10/23/15 12:00 AM
"N.Sembilan","Rembau","Rembau",2.6018,102.1113,8566,"MY-05",10/24/15 12:00 AM
"N.Sembilan","Rembau","Rembau",2.5127,102.0687,8271,"MY-05",10/25/15 12:00 AM
"N.Sembilan","Rembau","Rembau",2.5905,102.0933,8924,"MY-05",10/26/15 12:00 AM
"N.Sembilan","Rembau","Rembau",2.592,102.0989,6272,"MY-05",10/27/15 12:00 AM
"N.Sembilan","Seremban","Seremban",2.6966,102.0411,6894,"MY-05",10/28/15 12:00 AM
"N.Sembilan","Seremban","Seremban",2.6994,101.9127,5805,"MY-05",10/29/15 12:00 AM
"N.Sembilan","Seremban","Seremban",2.6434,102.0161,8760,"MY-05",10/30/15 12:00 AM
"N.Sembilan","Seremban","Seremban",2.7529,101.9773,4792,"MY-05",10/31/15 12:00 AM
"N.Sembilan","Seremban","Seremban",2.7226,101.9415,5664,"MY-05",11/01/15 12:00 AM
"N.Sembilan","Seremban","Seremban",2.7201,101.9409,5139,"MY-05",11/02/15 12:00 AM
"N.Sembilan","Tampin","Tampin",2.472,102.2541,8857,"MY-05",11/03/15 12:00 AM
"N.Sembilan","Tampin","Tampin",2.4974,102.2743,2369,"MY-05",11/04/15 12:00 AM
"N.Sembilan","Tampin","Tampin",2.5073,102.2273,1794,"MY-05",11/05/15 12:00 AM
"N.Sembilan","Tampin","Tampin",2.5257,102.2376,3368,"MY-05",11/06/15 12:00 AM
"N.Sembilan","Tampin","Tampin",2.4682,102.2305,3003,"MY-05",11/07/15 12:00 AM
"N.Sembilan","Tampin","Tampin",2.4693,102.221,4580,"MY-05",11/08/15 12:00 AM
"Melaka","Alor Gajah","Alor Gajah",2.4007,102.2874,4914,"MY-04",11/09/15 12:00 AM
"Melaka","Alor Gajah","Alor Gajah",2.4473,102.2201,2992,"MY-04",11/10/15 12:00 AM
"Melaka","Alor Gajah","Alor Gajah",2.3876,102.2915,4442,"MY-04",11/11/15 12:00 AM
"Melaka","Alor Gajah","Alor Gajah",2.4624,102.2023,3778,"MY-04",11/12/15 12:00 AM
"Melaka","Alor Gajah","Alor Gajah",2.3819,102.2102,8911,"MY-04",11/13/15 12:00 AM
"Melaka","Alor Gajah","Alor Gajah",2.3782,102.2088,2668,"MY-04",11/14/15 12:00 AM
"Melaka","Jasin","Jasin",2.2546,102.4441,3627,"MY-04",11/15/15 12:00 AM
"Melaka","Jasin","Jasin",2.3191,102.3501,8135,"MY-04",11/16/15 12:00 AM
"Melaka","Jasin","Jasin",2.315,102.4517,2616,"MY-04",11/17/15 12:00 AM
"Melaka","Jasin","Jasin",2.3253,102.3707,3489,"MY-04",11/18/15 12:00 AM
"Melaka","Jasin","Jasin",2.3055,102.4225,3183,"MY-04",11/19/15 12:00 AM
"Melaka","Jasin","Jasin",2.3057,102.4229,8355,"MY-04",11/20/15 12:00 AM
"Melaka","Melaka Tengah","Melaka Tengah",2.2543,102.211,2789,"MY-04",11/21/15 12:00 AM
"Melaka","Melaka Tengah","Melaka Tengah",2.2632,102.2879,4523,"MY-04",11/22/15 12:00 AM
"Melaka","Melaka Tengah","Melaka Tengah",2.1946,102.3154,2331,"MY-04",11/23/15 12:00 AM
"Melaka","Melaka Tengah","Melaka Tengah",2.2817,102.1684,8422,"MY-04",11/24/15 12:00 AM
"Melaka","Melaka Tengah","Melaka Tengah",2.2718,102.286,6753,"MY-04",11/25/15 12:00 AM
"Melaka","Melaka Tengah","Melaka Tengah",2.2573,102.2788,4954,"MY-04",11/26/15 12:00 AM
"Pahang","Bentong","Bentong",3.5665,101.972,1768,"MY-06",11/27/15 12:00 AM
"Pahang","Bentong","Bentong",3.3636,101.983,8553,"MY-06",11/28/15 12:00 AM
"Pahang","Bentong","Bentong",3.2101,102.1643,7206,"MY-06",11/29/15 12:00 AM
"Pahang","Bentong","Bentong",3.2841,102.222,8807,"MY-06",11/30/15 12:00 AM
"Pahang","Bentong","Bentong",3.5253,101.9043,6901,"MY-06",12/01/15 12:00 AM
"Pahang","Bentong","Bentong",3.5269,101.9068,1669,"MY-06",12/02/15 12:00 AM
"Pahang","Bera","Bandar Bera",3.1845,102.4674,7189,"MY-06",12/03/15 12:00 AM
"Pahang","Bera","Bandar Bera",3.0255,102.6762,2968,"MY-06",12/04/15 12:00 AM
"Pahang","Bera","Bandar Bera",3.2229,102.3686,5037,"MY-06",12/05/15 12:00 AM
"Pahang","Bera","Bandar Bera",3.3655,102.5691,5114,"MY-06",12/06/15 12:00 AM
"Pahang","Bera","Bandar Bera",3.2715,102.4524,8476,"MY-06",12/07/15 12:00 AM
"Pahang","Bera","Bandar Bera",3.2453,102.413,6583,"MY-06",12/08/15 12:00 AM
"Pahang","Cameron Highlands","Tanah Rata",4.4943,101.4454,4222,"MY-06",12/09/15 12:00 AM
"Pahang","Cameron Highlands","Tanah Rata",4.4163,101.4736,5792,"MY-06",12/10/15 12:00 AM
"Pahang","Cameron Highlands","Tanah Rata",4.482,101.5574,3281,"MY-06",12/11/15 12:00 AM
"Pahang","Cameron Highlands","Tanah Rata",4.5207,101.3981,4438,"MY-06",12/12/15 12:00 AM
"Pahang","Cameron Highlands","Tanah Rata",4.4676,101.3892,2188,"MY-06",12/13/15 12:00 AM
"Pahang","Cameron Highlands","Tanah Rata",4.4888,101.3765,4452,"MY-06",12/14/15 12:00 AM
"Pahang","Jerantut","Jerantut",3.9943,102.4137,6480,"MY-06",12/15/15 12:00 AM
"Pahang","Jerantut","Jerantut",4.0135,102.2146,6016,"MY-06",12/16/15 12:00 AM
"Pahang","Jerantut","Jerantut",3.8559,102.3629,1348,"MY-06",12/17/15 12:00 AM
"Pahang","Jerantut","Kuala Tahan",4.317,102.44,2077,"MY-06",12/18/15 12:00 AM
"Pahang","Jerantut","Kuala Tahan",4.3132,102.376,2495,"MY-06",12/19/15 12:00 AM
"Pahang","Jerantut","Kuala Tahan",4.356,102.4183,3452,"MY-06",12/20/15 12:00 AM
"Pahang","Jerantut","Kuala Tahan",4.3432,102.378,3983,"MY-06",12/21/15 12:00 AM
"Pahang","Jerantut","Kuala Tahan",4.4032,102.379,5150,"MY-06",12/22/15 12:00 AM
"Pahang","Jerantut","Jerantut",3.9806,102.5263,1793,"MY-06",12/23/15 12:00 AM
"Pahang","Jerantut","Jerantut",3.9382,102.3605,1022,"MY-06",12/24/15 12:00 AM
"Pahang","Jerantut","Jerantut",3.9315,102.3622,3634,"MY-06",12/25/15 12:00 AM
"Pahang","Kuantan","Kuantan",3.8688,103.168,2056,"MY-06",12/26/15 12:00 AM
"Pahang","Kuantan","Kuantan",3.803,103.2339,8221,"MY-06",12/27/15 12:00 AM
"Pahang","Kuantan","Kuantan",3.729,103.2477,2794,"MY-06",12/28/15 12:00 AM
"Pahang","Kuantan","Kuantan",3.8318,103.3122,6395,"MY-06",12/29/15 12:00 AM
"Pahang","Kuantan","Kuantan",3.793,103.1659,5596,"MY-06",12/30/15 12:00 AM
"Pahang","Kuantan","Kuantan",3.7831,103.2358,8044,"MY-06",12/31/15 12:00 AM
"Pahang","Lipis","Lipis",4.2476,102.0838,1833,"MY-06",01/01/15 12:00 AM
"Pahang","Lipis","Lipis",4.0969,102.1964,2959,"MY-06",01/02/15 12:00 AM
"Pahang","Lipis","Lipis",4.2421,101.7062,7046,"MY-06",01/03/15 12:00 AM
"Pahang","Lipis","Lipis",4.4365,101.9135,2519,"MY-06",01/04/15 12:00 AM
"Pahang","Lipis","Lipis",4.182,102.0532,3062,"MY-06",01/05/15 12:00 AM
"Pahang","Lipis","Lipis",4.1735,102.0437,3255,"MY-06",01/06/15 12:00 AM
"Pahang","Maran","Maran",3.5411,102.7734,4336,"MY-06",01/07/15 12:00 AM
"Pahang","Maran","Maran",3.6595,102.8808,2282,"MY-06",01/08/15 12:00 AM
"Pahang","Maran","Maran",3.5217,102.6906,1269,"MY-06",01/09/15 12:00 AM
"Pahang","Maran","Maran",3.5149,102.8307,2694,"MY-06",01/10/15 12:00 AM
"Pahang","Maran","Maran",3.5838,102.7836,3675,"MY-06",01/11/15 12:00 AM
"Pahang","Maran","Maran",3.582,102.7724,3020,"MY-06",01/12/15 12:00 AM
"Pahang","Pekan","Pekan",3.1067,103.4038,7010,"MY-06",01/13/15 12:00 AM
"Pahang","Pekan","Pekan",3.2184,103.4196,7140,"MY-06",01/14/15 12:00 AM
"Pahang","Pekan","Pekan",3.4878,103.3633,5927,"MY-06",01/15/15 12:00 AM
"Pahang","Pekan","Pekan",3.5879,103.3496,1484,"MY-06",01/16/15 12:00 AM
"Pahang","Pekan","Pekan",3.4892,103.3898,5857,"MY-06",01/17/15 12:00 AM
"Pahang","Pekan","Pekan",3.5022,103.3817,5623,"MY-06",01/18/15 12:00 AM
"Pahang","Raub","Raub",3.9023,101.8093,4850,"MY-06",01/19/15 12:00 AM
"Pahang","Raub","Raub",3.8571,101.9041,1878,"MY-06",01/20/15 12:00 AM
"Pahang","Raub","Raub",3.7269,101.8313,3627,"MY-06",01/21/15 12:00 AM
"Pahang","Raub","Raub",4.0502,101.775,6732,"MY-06",01/22/15 12:00 AM
"Pahang","Raub","Raub",3.7956,101.8555,1343,"MY-06",01/23/15 12:00 AM
"Pahang","Raub","Raub",3.808,101.8472,6564,"MY-06",01/24/15 12:00 AM
"Pahang","Rompin","Rompin",2.7158,103.5037,5153,"MY-06",01/25/15 12:00 AM
"Pahang","Rompin","Rompin",2.7497,103.055,3201,"MY-06",01/26/15 12:00 AM
"Pahang","Rompin","Rompin",3.1474,102.849,1020,"MY-06",01/27/15 12:00 AM
"Pahang","Rompin","Rompin",2.618,103.6015,5732,"MY-06",01/28/15 12:00 AM
"Pahang","Rompin","Rompin",2.7085,102.5053,4925,"MY-06",01/29/15 12:00 AM
"Pahang","Rompin","Tun Razak",2.968676,103.005104,7987,"MY-06",01/30/15 12:00 AM
"Pahang","Rompin","Tun Razak",2.892305,103.008745,3958,"MY-06",01/31/15 12:00 AM
"Pahang","Rompin","Rompin",2.869033,103.2351,8099,"MY-06",02/01/15 12:00 AM
"Pahang","Rompin","Rompin",2.884386,103.267,5260,"MY-06",02/02/15 12:00 AM
"Pahang","Rompin","Rompin",2.8807,103.219,2967,"MY-06",02/03/15 12:00 AM
"Pahang","Rompin","Rompin",2.91805,103.226541,4199,"MY-06",02/04/15 12:00 AM
"Pahang","Rompin","Tun Razak",3.0028,102.928633,7845,"MY-06",02/05/15 12:00 AM
"Pahang","Rompin","Tun Razak",3.0104,103.0136,2404,"MY-06",02/06/15 12:00 AM
"Pahang","Rompin","Rompin",2.6946,102.5257,5230,"MY-06",02/07/15 12:00 AM
"Pahang","Temerloh","Temerloh",3.4409,102.4912,8891,"MY-06",02/08/15 12:00 AM
"Pahang","Temerloh","Temerloh",3.3829,102.4452,4772,"MY-06",02/09/15 12:00 AM
"Pahang","Temerloh","Temerloh",3.4487,102.3947,4948,"MY-06",02/10/15 12:00 AM
"Pahang","Temerloh","Temerloh",3.5413,102.4407,2014,"MY-06",02/11/15 12:00 AM
"Pahang","Temerloh","Temerloh",3.4475,102.4189,5969,"MY-06",02/12/15 12:00 AM
"Pahang","Temerloh","Temerloh",3.4508,102.4188,6504,"MY-06",02/13/15 12:00 AM
"Pahang","Temerloh","Temerloh",3.4475,102.4189,7776,"MY-06",02/14/15 12:00 AM
"Terengganu","Besut","Jerteh",5.6143,102.5593,4988,"MY-11",02/15/15 12:00 AM
"Terengganu","Besut","Jerteh",5.6935,102.5263,5699,"MY-11",02/16/15 12:00 AM
"Terengganu","Besut","Jerteh",5.7455,102.5593,1448,"MY-11",02/17/15 12:00 AM
"Terengganu","Besut","Jerteh",5.5897,102.5785,8714,"MY-11",02/18/15 12:00 AM
"Terengganu","Dungun","Dungun",4.7962,103.368,1100,"MY-11",02/19/15 12:00 AM
"Terengganu","Dungun","Dungun",4.73333,103.403,6962,"MY-11",02/20/15 12:00 AM
"Terengganu","Dungun","Dungun",4.7189,103.3481,7590,"MY-11",02/21/15 12:00 AM
"Terengganu","Dungun","Dungun",4.8024,103.2513,5000,"MY-11",02/22/15 12:00 AM
"Terengganu","Hulu Terengganu","Kuala Berang",5.1014,102.8963,1269,"MY-11",02/23/15 12:00 AM
"Terengganu","Hulu Terengganu","Kuala Berang",5.152,102.9704,6140,"MY-11",02/24/15 12:00 AM
"Terengganu","Hulu Terengganu","Kuala Berang",5.1766,102.829,2520,"MY-11",02/25/15 12:00 AM
"Terengganu","Hulu Terengganu","Kuala Berang",5.2655,102.8949,1127,"MY-11",02/26/15 12:00 AM
"Terengganu","Kemaman","Chukai",4.2366,103.3029,2471,"MY-11",02/27/15 12:00 AM
"Terengganu","Kemaman","Chukai",4.3749,103.329,8391,"MY-11",02/28/15 12:00 AM
"Terengganu","Kemaman","Chukai",4.2846,103.3475,6013,"MY-11",03/01/15 12:00 AM
"Terengganu","Kemaman","Chukai",4.1729,103.2603,3182,"MY-11",03/02/15 12:00 AM
"Terengganu","Kuala Terengganu","Kuala Terengganu",5.237,102.9944,4841,"MY-11",03/07/15 12:00 AM
"Terengganu","Kuala Terengganu","Kuala Terengganu",5.4065,103.0342,6051,"MY-11",03/08/15 12:00 AM
"Terengganu","Kuala Terengganu","Kuala Terengganu",5.2849,103.1386,4749,"MY-11",03/09/15 12:00 AM
"Terengganu","Kuala Terengganu","Kuala Terengganu",5.1878,103.0466,3076,"MY-11",03/10/15 12:00 AM
"Terengganu","Marang","Marang",5.1419,103.1551,6426,"MY-11",03/11/15 12:00 AM
"Terengganu","Marang","Marang",5.0941,103.2238,6705,"MY-11",03/12/15 12:00 AM
"Terengganu","Marang","Marang",4.9545,103.2568,4435,"MY-11",03/13/15 12:00 AM
"Terengganu","Marang","Marang",4.949,103.335,7553,"MY-11",03/14/15 12:00 AM
"Terengganu","Setiu","Bandar Permaisuri",5.5172,102.7597,8261,"MY-11",03/15/15 12:00 AM
"Terengganu","Setiu","Bandar Permaisuri",5.4687,102.8494,3388,"MY-11",03/16/15 12:00 AM
"Terengganu","Setiu","Bandar Permaisuri",5.4445,102.835,4266,"MY-11",03/17/15 12:00 AM
"Terengganu","Setiu","Bandar Permaisuri",5.5305,102.7558,2815,"MY-11",03/18/15 12:00 AM
"Kelantan","Bachok","Bachok",6.0291,102.399,7054,"MY-03",03/19/15 12:00 AM
"Kelantan","Bachok","Bachok",5.9643,102.432,4274,"MY-03",03/20/15 12:00 AM
"Kelantan","Bachok","Bachok",5.9253,102.4292,3292,"MY-03",03/21/15 12:00 AM
"Kelantan","Bachok","Bachok",5.9745,102.3956,8224,"MY-03",03/22/15 12:00 AM
"Kelantan","Gua Musang","Gua Musang",4.8685,101.9528,4152,"MY-03",03/23/15 12:00 AM
"Kelantan","Gua Musang","Gua Musang",4.939,101.9624,7397,"MY-03",03/24/15 12:00 AM
"Kelantan","Gua Musang","Gua Musang",4.8049,102.0139,4814,"MY-03",03/25/15 12:00 AM
"Kelantan","Gua Musang","Gua Musang",4.8364,101.8697,4154,"MY-03",03/26/15 12:00 AM
"Kelantan","Jeli","Jeli",5.7054,101.8576,2171,"MY-03",03/27/15 12:00 AM
"Kelantan","Jeli","Jeli",5.6217,101.8482,6790,"MY-03",03/28/15 12:00 AM
"Kelantan","Jeli","Jeli",5.5684,101.8977,3145,"MY-03",03/29/15 12:00 AM
"Kelantan","Jeli","Jeli",5.716,101.8345,6935,"MY-03",03/30/15 12:00 AM
"Kelantan","Kota Bharu","Kota Bharu",6.1383,102.3051,1864,"MY-03",03/31/15 12:00 AM
"Kelantan","Kota Bharu","Kota Bharu",6.0591,102.3305,8161,"MY-03",04/01/15 12:00 AM
"Kelantan","Kota Bharu","Kota Bharu",6.0984,102.3834,7969,"MY-03",04/02/15 12:00 AM
"Kelantan","Kota Bharu","Kota Bharu",6.099,102.2529,3000,"MY-03",04/03/15 12:00 AM
"Kelantan","Kuala Krai","Kuala Krai",5.4841,102.2662,6104,"MY-03",04/04/15 12:00 AM
"Kelantan","Kuala Krai","Kuala Krai",5.4253,102.3198,6764,"MY-03",04/05/15 12:00 AM
"Kelantan","Kuala Krai","Kuala Krai",5.6262,102.1598,3129,"MY-03",04/06/15 12:00 AM
"Kelantan","Kuala Krai","Kuala Krai",5.594,102.2736,5609,"MY-03",04/07/15 12:00 AM
"Kelantan","Machang","Machang",5.7593,102.25,7724,"MY-03",04/12/15 12:00 AM
"Kelantan","Machang","Machang",5.8129,102.2596,7182,"MY-03",04/13/15 12:00 AM
"Kelantan","Machang","Machang",5.7644,102.182,3747,"MY-03",04/14/15 12:00 AM
"Kelantan","Machang","Machang",5.7436,102.2418,7548,"MY-03",04/15/15 12:00 AM
"Kelantan","Pasir Mas","Pasir Mas",6.0174,102.1169,5488,"MY-03",04/16/15 12:00 AM
"Kelantan","Pasir Mas","Pasir Mas",5.9573,102.1924,1586,"MY-03",04/17/15 12:00 AM
"Kelantan","Pasir Mas","Pasir Mas",5.93,102.0853,1831,"MY-03",04/18/15 12:00 AM
"Kelantan","Pasir Mas","Pasir Mas",6.0953,102.1017,6853,"MY-03",04/19/15 12:00 AM
"Kelantan","Pasir Puteh","Pasir Puteh",5.8006,102.4117,4814,"MY-03",04/20/15 12:00 AM
"Kelantan","Pasir Puteh","Pasir Puteh",5.8881,102.3897,4147,"MY-03",04/21/15 12:00 AM
"Kelantan","Pasir Puteh","Pasir Puteh",5.8963,102.4556,3920,"MY-03",04/22/15 12:00 AM
"Kelantan","Pasir Puteh","Pasir Puteh",5.7806,102.3521,7715,"MY-03",04/23/15 12:00 AM
"Kelantan","Tanah Merah","Tanah Merah",5.8106,102.089,6840,"MY-03",04/24/15 12:00 AM
"Kelantan","Tanah Merah","Tanah Merah",5.8946,102.0993,4105,"MY-03",04/25/15 12:00 AM
"Kelantan","Tanah Merah","Tanah Merah",5.7627,102.1096,7093,"MY-03",04/26/15 12:00 AM
"Kelantan","Tanah Merah","Tanah Merah",5.844,101.9557,2567,"MY-03",04/27/15 12:00 AM
"Kelantan","Tumpat","Tumpat",6.2273,102.0956,7234,"MY-03",04/28/15 12:00 AM
"Kelantan","Tumpat","Tumpat",6.1453,102.1526,6478,"MY-03",04/29/15 12:00 AM
"Kelantan","Tumpat","Tumpat",6.1781,102.2227,1045,"MY-03",04/30/15 12:00 AM
"Kelantan","Tumpat","Tumpat",6.2081,102.1114,7125,"MY-03",05/01/15 12:00 AM
"Johor","Batu Pahat","Batu Pahat",1.9544,102.855,2508,"MY-01",05/02/15 12:00 AM
"Johor","Batu Pahat","Batu Pahat",1.8391,103.1269,1663,"MY-01",05/03/15 12:00 AM
"Johor","Batu Pahat","Batu Pahat",1.8659,103.1578,3019,"MY-01",05/04/15 12:00 AM
"Johor","Batu Pahat","Batu Pahat",1.919,102.92,8376,"MY-01",05/05/15 12:00 AM
"Johor","Batu Pahat","Batu Pahat",1.862,103.092,8701,"MY-01",05/06/15 12:00 AM
"Johor","Batu Pahat","Batu Pahat",1.741,103.044,8553,"MY-01",05/07/15 12:00 AM
"Johor","Batu Pahat","Batu Pahat",1.853,102.936,7779,"MY-01",05/08/15 12:00 AM
"Johor","Johor Bahru","Johor Bahru",1.4975,103.6163,3744,"MY-01",05/09/15 12:00 AM
"Johor","Johor Bahru","Johor Bahru",1.5187,103.7571,3905,"MY-01",05/10/15 12:00 AM
"Johor","Johor Bahru","Johor Bahru",1.5675,103.77166,3042,"MY-01",05/11/15 12:00 AM
"Johor","Johor Bahru","Johor Bahru",1.4645,103.7447,1165,"MY-01",05/12/15 12:00 AM
"Johor","Kluang","Kluang",1.9862,103.3282,7094,"MY-01",05/13/15 12:00 AM
"Johor","Kluang","Kluang",2.0696,103.344,3772,"MY-01",05/14/15 12:00 AM
"Johor","Kluang","Kluang",2.0248,103.3218,6520,"MY-01",05/15/15 12:00 AM
"Johor","Kluang","Kluang",2.043,103.3203,6056,"MY-01",05/16/15 12:00 AM
"Johor","Kluang","Kluang",1.9943,103.264,7070,"MY-01",05/17/15 12:00 AM
"Johor","Kluang","Kluang",1.99,103.362,4344,"MY-01",05/18/15 12:00 AM
"Johor","Kluang","Kluang",2.104,103.454,4897,"MY-01",05/19/15 12:00 AM
"Johor","Kota Tinggi","Kota Tinggi",1.7148,103.8964,2391,"MY-01",05/20/15 12:00 AM
"Johor","Kota Tinggi","Kota Tinggi",1.7891,103.9102,7383,"MY-01",05/21/15 12:00 AM
"Johor","Kota Tinggi","Kota Tinggi",1.7568,103.8806,4967,"MY-01",05/22/15 12:00 AM
"Johor","Kota Tinggi","Kota Tinggi",1.7405,103.9107,3970,"MY-01",05/23/15 12:00 AM
"Johor","Kulai","Kulai",1.6484,103.6006,5635,"MY-01",05/24/15 12:00 AM
"Johor","Kulai","Kulai",1.6809,103.5848,2292,"MY-01",05/25/15 12:00 AM
"Johor","Kulai","Kulai",1.6331,103.6003,8740,"MY-01",05/26/15 12:00 AM
"Johor","Kulai","Kulai",1.6632,103.6013,4523,"MY-01",05/27/15 12:00 AM
"Johor","Tangkak","Tangkak",2.2693,102.5338,1065,"MY-01",05/28/15 12:00 AM
"Johor","Tangkak","Tangkak",2.2698,102.5325,8601,"MY-01",05/29/15 12:00 AM
"Johor","Tangkak","Tangkak",2.2715,102.5518,7159,"MY-01",05/30/15 12:00 AM
"Johor","Tangkak","Tangkak",2.2875,102.5507,4389,"MY-01",05/31/15 12:00 AM
"Johor","Mersing","Mersing",2.4299,103.8459,7097,"MY-01",06/01/15 12:00 AM
"Johor","Mersing","Mersing",2.4165,103.8315,6639,"MY-01",06/02/15 12:00 AM
"Johor","Mersing","Mersing",2.3945,103.8626,3572,"MY-01",06/03/15 12:00 AM
"Johor","Mersing","Mersing",2.4775,103.8173,7127,"MY-01",06/04/15 12:00 AM
"Johor","Muar","Muar",2.0708,102.578,8177,"MY-01",06/05/15 12:00 AM
"Johor","Muar","Muar",2.087,102.5867,5227,"MY-01",06/06/15 12:00 AM
"Johor","Muar","Muar",2.052,102.6144,4790,"MY-01",06/07/15 12:00 AM
"Johor","Muar","Muar",2.0389,102.5707,1550,"MY-01",06/08/15 12:00 AM
"Johor","Pontian","Pontian",1.4666,103.4566,5271,"MY-01",06/14/15 12:00 AM
"Johor","Pontian","Pontian",1.489,103.4822,1017,"MY-01",06/15/15 12:00 AM
"Johor","Pontian","Pontian",1.4873,103.5587,2055,"MY-01",06/16/15 12:00 AM
"Johor","Pontian","Pontian",1.5237,103.4241,3994,"MY-01",06/17/15 12:00 AM
"Johor","Segamat","Segamat",2.3814,102.9532,7249,"MY-01",06/18/15 12:00 AM
"Johor","Segamat","Segamat",2.6305,102.7172,1960,"MY-01",06/19/15 12:00 AM
"Johor","Segamat","Segamat",2.5314,102.7103,2677,"MY-01",06/20/15 12:00 AM
"Johor","Segamat","Segamat",2.6021,102.8366,3026,"MY-01",06/21/15 12:00 AM
"WP","Kuala Lumpur","Kuala Lumpur",3.1464,101.6996,5060,"MY-14",06/22/15 12:00 AM
"WP","Kuala Lumpur","Kuala Lumpur",3.156,101.7176,2435,"MY-14",06/23/15 12:00 AM
"WP","Kuala Lumpur","Kuala Lumpur",3.183,101.6755,2855,"MY-14",06/24/15 12:00 AM
"WP","Kuala Lumpur","Kuala Lumpur",3.117,101.6682,7387,"MY-14",06/25/15 12:00 AM
"WP","Putrajaya","Putrajaya",2.9229,101.7022,4658,"MY-16",06/26/15 12:00 AM
"WP","Putrajaya","Putrajaya",2.9335,101.6729,3212,"MY-16",06/27/15 12:00 AM
"WP","Putrajaya","Putrajaya",2.9673,101.6965,6594,"MY-16",06/28/15 12:00 AM
"WP","Putrajaya","Putrajaya",2.9083,101.6787,6348,"MY-16",06/29/15 12:00 AM
"WP","Labuan","Labuan",5.2829,115.2465,4336,"MY-15",06/30/15 12:00 AM
"WP","Labuan","Labuan",5.2891,115.1969,8339,"MY-15",07/01/15 12:00 AM
"WP","Labuan","Labuan",5.3318,115.2339,3009,"MY-15",07/02/15 12:00 AM
"WP","Labuan","Labuan",5.2937,115.2441,8979,"MY-15",07/03/15 12:00 AM
"Sabah","Beaufort","Beaufort",5.2785,115.7155,4249,"MY-12",07/04/15 12:00 AM
"Sabah","Beaufort","Beaufort",5.3988,115.8851,6228,"MY-12",07/05/15 12:00 AM
"Sabah","Beaufort","Beaufort",5.1752,115.6558,7330,"MY-12",07/06/15 12:00 AM
"Sabah","Beaufort","Beaufort",5.2901,115.7389,1000,"MY-12",07/07/15 12:00 AM
"Sabah","Beluran","Beluran",5.724,117.0953,5301,"MY-12",07/08/15 12:00 AM
"Sabah","Beluran","Beluran",5.7008,117.2422,3857,"MY-12",07/09/15 12:00 AM
"Sabah","Beluran","Beluran",5.8887,117.4215,6028,"MY-12",07/10/15 12:00 AM
"Sabah","Beluran","Beluran",5.7951,117.5306,8310,"MY-12",07/11/15 12:00 AM
"Sabah","Keningau","Keningau",5.375,116.1947,8596,"MY-12",07/12/15 12:00 AM
"Sabah","Keningau","Keningau",5.1316,116.1109,1977,"MY-12",07/13/15 12:00 AM
"Sabah","Keningau","Keningau",5.2027,116.3828,2496,"MY-12",07/14/15 12:00 AM
"Sabah","Keningau","Keningau",5.0837,116.2592,1544,"MY-12",07/15/15 12:00 AM
"Sabah","Kinabatangan","Kinabatangan",5.3412,116.9476,6995,"MY-12",07/16/15 12:00 AM
"Sabah","Kinabatangan","Kinabatangan",5.5654,117.354,5009,"MY-12",07/17/15 12:00 AM
"Sabah","Kinabatangan","Kinabatangan",5.4451,117.8265,7540,"MY-12",07/18/15 12:00 AM
